id,text
576,"Superheated water can reach 374°F before boiling."
577,"A water molecule can spend over 3,000 years in the ocean before evaporating."
578,"The water you drink is billions of years old."
579,"The water in your body has been through multiple people throughout history."
580,"Lightning creates ozone."
581,"A single lightning bolt contains enough energy to toast 100,000 slices of bread."
582,"Lightning can heat the air to 50,000°F."
583,"Thunder is the sound of air expanding rapidly."
584,"Humans can tell how far away lightning is by counting seconds between flash and thunder."
585,"Tornadoes can have wind speeds over 300 mph."
586,"The largest tornado ever recorded was 2.6 miles wide."
587,"Hurricanes rotate counterclockwise in the Northern Hemisphere and clockwise in the Southern."
588,"The eye of a hurricane is calm."
589,"Hurricanes can last for weeks."
590,"A hurricane releases the energy of 10,000 nuclear bombs."
591,"Snow is translucent, not white."
592,"No two snowflakes are exactly alike."
593,"Snowflakes always have six sides."
594,"The largest snowflake ever recorded was 15 inches wide and 8 inches thick."
595,"Thundersnow is when it snows during a thunderstorm."
596,"Graupel is soft hail."
597,"Hail can fall at speeds over 100 mph."
598,"The largest hailstone was 8 inches in diameter."
599,"Raindrops are shaped like hamburger buns, not teardrops."
600,"Rain has a smell called petrichor."
601,"It can rain diamonds on Jupiter and Saturn."
602,"The subject is that rains sulfuric acid on Venus."
603,"Mars has dust storms that can cover the entire planet."
604,"Mars has the largest volcano in the solar system (Olympus Mons)."
605,"A day on Jupiter is less than 10 hours."
606,"Jupiter has 79 known moons."
607,"Saturn's rings are made of billions of ice particles."
608,"Humans could fit all the planets between Earth and the moon."
609,"The sun makes up 99.86% of the solar system's mass."
610,"The sun is a medium-sized star."
611,"The sun is 4.6 billion years old."
612,"The sun will live for another 5 billion years."
613,"The sun's core temperature is 27 million°F."
614,"The subject is that takes 8 minutes for sunlight to reach Earth."
615,"The sun's gravity is 28 times stronger than Earth's."
616,"Solar flares can disrupt satellites and power grids."
617,"The sun rotates faster at its equator than at its poles."
618,"The sun is slowly getting hotter."
619,"In 1 billion years, the sun will be too hot for life on Earth."
620,"The moon is moving away from Earth at 1.5 inches per year."
621,"The moon causes tides on Earth."
622,"The moon has no atmosphere."
623,"The moon's surface temperature ranges from -280°F to 260°F."
624,"The moon has ""moonquakes""."
625,"There's water ice on the moon."
626,"The dark spots on the moon are called maria (seas)."
627,"The same side of the moon always faces Earth."
628,"The moon is about 1/4 the size of Earth."
629,"A lunar day lasts about 29.5 Earth days."
630,"The moon affects Earth's rotation speed."
631,"Without the moon, Earth's days would be 6-8 hours long."
632,"The moon stabilizes Earth's tilt."
633,"There's no wind on the moon, so footprints last forever."
634,"The moon has less than 1% of Earth's mass."
635,"The moon is drifting away; eventually there will be no more total solar eclipses."
636,"Mercury has no moons."
637,"Venus has no moons."
638,"Mars has two tiny moons named Phobos and Deimos."
639,"Jupiter's moon Europa might have an ocean under its ice."
640,"Saturn's moon Titan has lakes of liquid methane."
641,"Saturn's moon Enceladus shoots geysers of water into space."
642,"Uranus is tilted on its side at 98 degrees."
643,"Uranus has 27 known moons."
644,"Neptune has the fastest winds in the solar system."
645,"Neptune's moon Triton orbits backward."
646,"Pluto has five moons."
647,"Pluto's largest moon Charon is half the size of Pluto."
648,"Pluto takes 248 Earth years to orbit the sun."
649,"A year on Pluto is longer than Pluto has been known."
650,"There are five dwarf planets in our solar system."
651,"The asteroid belt is between Mars and Jupiter."
652,"Most asteroids are in the asteroid belt."
653,"Some asteroids have their own moons."
654,"Comets are made of ice and dust."
655,"Comets' tails always point away from the sun."
656,"Halley's Comet appears every 76 years."
657,"The next appearance of Halley's Comet will be in 2061."
658,"Meteors are often called shooting stars."
659,"Most meteors burn up in the atmosphere."
660,"Meteorites are meteors that reach Earth's surface."
661,"The largest meteorite ever found weighs 60 tons."
662,"A meteorite impact likely killed the dinosaurs."
663,"The Chicxulub crater in Mexico is from that impact."
664,"The impact was equivalent to 10 billion atomic bombs."
665,"The dinosaurs went extinct 66 million years ago."
666,"Birds are descendants of dinosaurs."
667,"Chickens are the closest living relatives to T. rex."
668,"T. rex lived closer in time to us than to Stegosaurus."
669,"The Stegosaurus had a brain the size of a walnut."
670,"The largest dinosaur was the Argentinosaurus."
671,"The smallest dinosaur was about the size of a chicken."
672,"Some dinosaurs had feathers."
673,"Velociraptors were about the size of a turkey."
674,"The Brachiosaurus was as tall as a 4-story building."
675,"The Spinosaurus was larger than T. rex and could swim."
676,"Dinosaurs roamed Earth for 165 million years."
677,"Humans have existed for about 200,000 years."
678,"Homo sapiens and Neanderthals coexisted."
679,"Neanderthals went extinct about 40,000 years ago."
680,"Humans share 98.8% of their DNA with chimpanzees."
681,"Humans share 50% of their DNA with bananas."
682,"Every human has a unique fingerprint."
683,"Every human has a unique tongue print."
684,"Every human has unique iris patterns."
685,"No two people have the same voiceprint."
686,"Identical twins have different fingerprints."
687,"The fingerprints form in the womb."
688,"Humans have about 100 billion neurons in your brain."
689,"The brain generates about 20 watts of electricity."
690,"The brain is about 60% fat."
691,"The brain can process information faster than the speed of light."
692,"Actually, no, your brain processes info at about 268 mph, much slower than light."
693,"Humans use all of your brain, not just 10%."
694,"The brain can't feel pain."
695,"Brain freeze happens when cold hits the roof of your mouth."
696,"Yawning cools down your brain."
697,"Humans yawn more when you're tired or bored."
698,"Yawning is contagious because of mirror neurons."
699,"Humans are the only animals that cry emotional tears."
700,"Emotional tears have different chemical composition than reflex tears."
701,"Crying can reduce stress by releasing hormones."
702,"The average person cries about 5 times a month."
703,"Women cry more than men (on average)."
704,"Babies don't produce tears until they're about 1-3 months old."
705,"The eyes can see about 10 million different colors."
706,"Color blindness affects about 8% of men and 0.5% of women."
707,"Blue eyes are a genetic mutation."
708,"All blue-eyed people share a common ancestor."
709,"Brown eyes are the most common eye color."
710,"Green is the rarest eye color."
711,"Heterochromia is when someone has two different colored eyes."
712,"The eyes can adjust from seeing a dim star to bright sunlight."
713,"The eyes have about 7 million cones and 100 million rods."
714,"Rods detect light; cones detect color."
715,"Humans blink about 20,000 times a day."
716,"Each blink lasts about 0.3 seconds."
717,"Humans spend about 10% of your waking hours with your eyes closed due to blinking."
718,"The eyelashes last about 150 days before falling out."
719,"Humans have about 200 eyelashes per eye."
720,"The eyes are always the same size from birth (mostly true)."
721,"The eyes can get sunburned."
722,"Reading in dim light doesn't damage your eyes, but causes strain."
723,"Carrots don't improve your eyesight (unless you're vitamin A deficient)."
724,"The ""carrot myth"" was WWII propaganda."
725,"The nose can detect about 1 trillion different scents."
726,"The sense of smell is 10,000 times more sensitive than your sense of taste."
727,"Smell is the strongest sense tied to memory."
728,"Humans can't smell while you're sleeping."
729,"The sense of smell decreases with age."
730,"Women have a better sense of smell than men."
731,"The nose produces about 1 liter of mucus per day."
732,"Snot is mostly water."
733,"The color of snot can indicate health status."
734,"Humans can't breathe and swallow at the same time."
735,"Humans can't hum while holding your nose."
736,"The tongue has about 10,000 taste buds."
737,"Taste buds regenerate every 10-14 days."
738,"There are five basic tastes: sweet, sour, salty, bitter, and umami."
